function	caller_role	file	line
founder_r3406_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-coronary-ivus-ffr-rotablator-qc-audit/page.tsx	81
founder_r3406_device_type_lab_matrix	authenticated	web/src/app/founder-customer-hospital-coronary-ivus-ffr-rotablator-qc-audit/page.tsx	80
founder_r3406_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-coronary-ivus-ffr-rotablator-qc-audit/page.tsx	85
founder_r3406_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-coronary-ivus-ffr-rotablator-qc-audit/page.tsx	79
founder_r3406_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-coronary-ivus-ffr-rotablator-qc-audit/page.tsx	78
founder_r3406_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-coronary-ivus-ffr-rotablator-qc-audit/page.tsx	84
founder_r3406_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-coronary-ivus-ffr-rotablator-qc-audit/page.tsx	83
founder_r3407_capa_status_board	authenticated	web/src/app/founder-customer-hospital-cell-therapy-gmp-cleanroom-equipment-qc-audit/page.tsx	80
founder_r3407_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-cell-therapy-gmp-cleanroom-equipment-qc-audit/page.tsx	79
founder_r3407_device_type_grade_matrix	authenticated	web/src/app/founder-customer-hospital-cell-therapy-gmp-cleanroom-equipment-qc-audit/page.tsx	78
founder_r3407_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-cell-therapy-gmp-cleanroom-equipment-qc-audit/page.tsx	83
founder_r3407_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-cell-therapy-gmp-cleanroom-equipment-qc-audit/page.tsx	77
founder_r3407_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-cell-therapy-gmp-cleanroom-equipment-qc-audit/page.tsx	76
founder_r3407_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-cell-therapy-gmp-cleanroom-equipment-qc-audit/page.tsx	82
founder_r3407_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-cell-therapy-gmp-cleanroom-equipment-qc-audit/page.tsx	81
founder_r3408_capa_status_board	authenticated	web/src/app/founder-engineer-fuel-card-expense-fraud-duplicate-claim-analytics-tracker/page.tsx	82
founder_r3408_daily_claim_trend	authenticated	web/src/app/founder-engineer-fuel-card-expense-fraud-duplicate-claim-analytics-tracker/page.tsx	81
founder_r3408_engineer_scorecard	authenticated	web/src/app/founder-engineer-fuel-card-expense-fraud-duplicate-claim-analytics-tracker/page.tsx	79
founder_r3408_expense_type_region_matrix	authenticated	web/src/app/founder-engineer-fuel-card-expense-fraud-duplicate-claim-analytics-tracker/page.tsx	80
founder_r3408_fraud_verdict_rollup	authenticated	web/src/app/founder-engineer-fuel-card-expense-fraud-duplicate-claim-analytics-tracker/page.tsx	78
founder_r3408_high_risk_queue	authenticated	web/src/app/founder-engineer-fuel-card-expense-fraud-duplicate-claim-analytics-tracker/page.tsx	85
founder_r3408_recovery_impact_digest	authenticated	web/src/app/founder-engineer-fuel-card-expense-fraud-duplicate-claim-analytics-tracker/page.tsx	84
founder_r3408_root_cause_pareto	authenticated	web/src/app/founder-engineer-fuel-card-expense-fraud-duplicate-claim-analytics-tracker/page.tsx	83
founder_r3409_capa_status_board	authenticated	web/src/app/founder-esg-brsr-carbon-accounting-sustainability-board/page.tsx	82
founder_r3409_disclosure_impact_digest	authenticated	web/src/app/founder-esg-brsr-carbon-accounting-sustainability-board/page.tsx	84
founder_r3409_esg_verdict_rollup	authenticated	web/src/app/founder-esg-brsr-carbon-accounting-sustainability-board/page.tsx	78
founder_r3409_high_risk_queue	authenticated	web/src/app/founder-esg-brsr-carbon-accounting-sustainability-board/page.tsx	85
founder_r3409_metric_quarter_matrix	authenticated	web/src/app/founder-esg-brsr-carbon-accounting-sustainability-board/page.tsx	80
founder_r3409_pillar_scorecard	authenticated	web/src/app/founder-esg-brsr-carbon-accounting-sustainability-board/page.tsx	79
founder_r3409_quarterly_trend	authenticated	web/src/app/founder-esg-brsr-carbon-accounting-sustainability-board/page.tsx	81
founder_r3409_root_cause_pareto	authenticated	web/src/app/founder-esg-brsr-carbon-accounting-sustainability-board/page.tsx	83
founder_r3410_capa_status_board	authenticated	web/src/app/founder-customer-hospital-viscoelastic-teg-rotem-act-poct-qc-audit/page.tsx	81
founder_r3410_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-viscoelastic-teg-rotem-act-poct-qc-audit/page.tsx	80
founder_r3410_device_type_location_matrix	authenticated	web/src/app/founder-customer-hospital-viscoelastic-teg-rotem-act-poct-qc-audit/page.tsx	79
founder_r3410_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-viscoelastic-teg-rotem-act-poct-qc-audit/page.tsx	84
founder_r3410_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-viscoelastic-teg-rotem-act-poct-qc-audit/page.tsx	78
founder_r3410_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-viscoelastic-teg-rotem-act-poct-qc-audit/page.tsx	77
founder_r3410_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-viscoelastic-teg-rotem-act-poct-qc-audit/page.tsx	83
founder_r3410_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-viscoelastic-teg-rotem-act-poct-qc-audit/page.tsx	82
founder_r3411_capa_status_board	authenticated	web/src/app/founder-customer-hospital-ophthalmic-yag-slt-glaucoma-laser-qc-audit/page.tsx	82
founder_r3411_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-ophthalmic-yag-slt-glaucoma-laser-qc-audit/page.tsx	81
founder_r3411_device_type_department_matrix	authenticated	web/src/app/founder-customer-hospital-ophthalmic-yag-slt-glaucoma-laser-qc-audit/page.tsx	80
founder_r3411_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-ophthalmic-yag-slt-glaucoma-laser-qc-audit/page.tsx	85
founder_r3411_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-ophthalmic-yag-slt-glaucoma-laser-qc-audit/page.tsx	79
founder_r3411_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-ophthalmic-yag-slt-glaucoma-laser-qc-audit/page.tsx	78
founder_r3411_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-ophthalmic-yag-slt-glaucoma-laser-qc-audit/page.tsx	84
founder_r3411_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-ophthalmic-yag-slt-glaucoma-laser-qc-audit/page.tsx	83
founder_r3412_capa_status_board	authenticated	web/src/app/founder-engineer-clinical-application-specialist-coverage-golive-support-tracker/page.tsx	82
founder_r3412_coverage_impact_digest	authenticated	web/src/app/founder-engineer-clinical-application-specialist-coverage-golive-support-tracker/page.tsx	84
founder_r3412_daily_engagement_trend	authenticated	web/src/app/founder-engineer-clinical-application-specialist-coverage-golive-support-tracker/page.tsx	81
founder_r3412_engagement_verdict_rollup	authenticated	web/src/app/founder-engineer-clinical-application-specialist-coverage-golive-support-tracker/page.tsx	78
founder_r3412_equipment_engagement_matrix	authenticated	web/src/app/founder-engineer-clinical-application-specialist-coverage-golive-support-tracker/page.tsx	80
founder_r3412_high_risk_queue	authenticated	web/src/app/founder-engineer-clinical-application-specialist-coverage-golive-support-tracker/page.tsx	85
founder_r3412_root_cause_pareto	authenticated	web/src/app/founder-engineer-clinical-application-specialist-coverage-golive-support-tracker/page.tsx	83
founder_r3412_specialist_scorecard	authenticated	web/src/app/founder-engineer-clinical-application-specialist-coverage-golive-support-tracker/page.tsx	79
founder_r3413_capa_status_board	authenticated	web/src/app/founder-zero-based-budgeting-cost-line-challenge-board/page.tsx	83
founder_r3413_cost_line_department_matrix	authenticated	web/src/app/founder-zero-based-budgeting-cost-line-challenge-board/page.tsx	81
founder_r3413_department_scorecard	authenticated	web/src/app/founder-zero-based-budgeting-cost-line-challenge-board/page.tsx	80
founder_r3413_governance_impact_digest	authenticated	web/src/app/founder-zero-based-budgeting-cost-line-challenge-board/page.tsx	85
founder_r3413_high_risk_queue	authenticated	web/src/app/founder-zero-based-budgeting-cost-line-challenge-board/page.tsx	86
founder_r3413_period_trend	authenticated	web/src/app/founder-zero-based-budgeting-cost-line-challenge-board/page.tsx	82
founder_r3413_root_cause_pareto	authenticated	web/src/app/founder-zero-based-budgeting-cost-line-challenge-board/page.tsx	84
founder_r3413_zbb_verdict_rollup	authenticated	web/src/app/founder-zero-based-budgeting-cost-line-challenge-board/page.tsx	79
founder_r3414_capa_status_board	authenticated	web/src/app/founder-customer-hospital-hfnc-heated-humidifier-respiratory-qc-audit/page.tsx	81
founder_r3414_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-hfnc-heated-humidifier-respiratory-qc-audit/page.tsx	80
founder_r3414_device_type_ward_matrix	authenticated	web/src/app/founder-customer-hospital-hfnc-heated-humidifier-respiratory-qc-audit/page.tsx	79
founder_r3414_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-hfnc-heated-humidifier-respiratory-qc-audit/page.tsx	84
founder_r3414_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-hfnc-heated-humidifier-respiratory-qc-audit/page.tsx	78
founder_r3414_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-hfnc-heated-humidifier-respiratory-qc-audit/page.tsx	77
founder_r3414_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-hfnc-heated-humidifier-respiratory-qc-audit/page.tsx	83
founder_r3414_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-hfnc-heated-humidifier-respiratory-qc-audit/page.tsx	82
founder_r3415_capa_status_board	authenticated	web/src/app/founder-customer-hospital-capnography-etco2-multigas-module-qc-audit/page.tsx	81
founder_r3415_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-capnography-etco2-multigas-module-qc-audit/page.tsx	80
founder_r3415_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-capnography-etco2-multigas-module-qc-audit/page.tsx	84
founder_r3415_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-capnography-etco2-multigas-module-qc-audit/page.tsx	78
founder_r3415_module_type_location_matrix	authenticated	web/src/app/founder-customer-hospital-capnography-etco2-multigas-module-qc-audit/page.tsx	79
founder_r3415_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-capnography-etco2-multigas-module-qc-audit/page.tsx	77
founder_r3415_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-capnography-etco2-multigas-module-qc-audit/page.tsx	83
founder_r3415_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-capnography-etco2-multigas-module-qc-audit/page.tsx	82
founder_r3416_capa_status_board	authenticated	web/src/app/founder-engineer-medical-device-network-segmentation-vlan-isolation-audit-tracker/page.tsx	81
founder_r3416_daily_audit_trend	authenticated	web/src/app/founder-engineer-medical-device-network-segmentation-vlan-isolation-audit-tracker/page.tsx	80
founder_r3416_equipment_region_matrix	authenticated	web/src/app/founder-engineer-medical-device-network-segmentation-vlan-isolation-audit-tracker/page.tsx	79
founder_r3416_exposure_impact_digest	authenticated	web/src/app/founder-engineer-medical-device-network-segmentation-vlan-isolation-audit-tracker/page.tsx	83
founder_r3416_high_risk_queue	authenticated	web/src/app/founder-engineer-medical-device-network-segmentation-vlan-isolation-audit-tracker/page.tsx	84
founder_r3416_hospital_scorecard	authenticated	web/src/app/founder-engineer-medical-device-network-segmentation-vlan-isolation-audit-tracker/page.tsx	78
founder_r3416_root_cause_pareto	authenticated	web/src/app/founder-engineer-medical-device-network-segmentation-vlan-isolation-audit-tracker/page.tsx	82
founder_r3416_segmentation_verdict_rollup	authenticated	web/src/app/founder-engineer-medical-device-network-segmentation-vlan-isolation-audit-tracker/page.tsx	77
founder_r3417_capa_status_board	authenticated	web/src/app/founder-ltv-cac-ratio-payback-unit-economics-board/page.tsx	80
founder_r3417_cohort_quarter_trend	authenticated	web/src/app/founder-ltv-cac-ratio-payback-unit-economics-board/page.tsx	79
founder_r3417_high_risk_queue	authenticated	web/src/app/founder-ltv-cac-ratio-payback-unit-economics-board/page.tsx	83
founder_r3417_impact_digest	authenticated	web/src/app/founder-ltv-cac-ratio-payback-unit-economics-board/page.tsx	82
founder_r3417_root_cause_pareto	authenticated	web/src/app/founder-ltv-cac-ratio-payback-unit-economics-board/page.tsx	81
founder_r3417_segment_channel_matrix	authenticated	web/src/app/founder-ltv-cac-ratio-payback-unit-economics-board/page.tsx	78
founder_r3417_segment_scorecard	authenticated	web/src/app/founder-ltv-cac-ratio-payback-unit-economics-board/page.tsx	77
founder_r3417_verdict_rollup	authenticated	web/src/app/founder-ltv-cac-ratio-payback-unit-economics-board/page.tsx	76
founder_r3418_analyzer_type_section_matrix	authenticated	web/src/app/founder-customer-hospital-blood-culture-microbiology-id-ast-qc-audit/page.tsx	79
founder_r3418_capa_status_board	authenticated	web/src/app/founder-customer-hospital-blood-culture-microbiology-id-ast-qc-audit/page.tsx	81
founder_r3418_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-blood-culture-microbiology-id-ast-qc-audit/page.tsx	80
founder_r3418_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-blood-culture-microbiology-id-ast-qc-audit/page.tsx	84
founder_r3418_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-blood-culture-microbiology-id-ast-qc-audit/page.tsx	78
founder_r3418_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-blood-culture-microbiology-id-ast-qc-audit/page.tsx	77
founder_r3418_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-blood-culture-microbiology-id-ast-qc-audit/page.tsx	83
founder_r3418_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-blood-culture-microbiology-id-ast-qc-audit/page.tsx	82
founder_r3419_capa_status_board	authenticated	web/src/app/founder-customer-hospital-sterilizer-bi-incubator-sterility-assurance-qc-audit/page.tsx	81
founder_r3419_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-sterilizer-bi-incubator-sterility-assurance-qc-audit/page.tsx	80
founder_r3419_device_type_sterilizer_matrix	authenticated	web/src/app/founder-customer-hospital-sterilizer-bi-incubator-sterility-assurance-qc-audit/page.tsx	79
founder_r3419_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-sterilizer-bi-incubator-sterility-assurance-qc-audit/page.tsx	84
founder_r3419_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-sterilizer-bi-incubator-sterility-assurance-qc-audit/page.tsx	78
founder_r3419_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-sterilizer-bi-incubator-sterility-assurance-qc-audit/page.tsx	77
founder_r3419_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-sterilizer-bi-incubator-sterility-assurance-qc-audit/page.tsx	83
founder_r3419_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-sterilizer-bi-incubator-sterility-assurance-qc-audit/page.tsx	82
founder_r3420_capa_status_board	authenticated	web/src/app/founder-engineer-driving-behavior-road-safety-telematics-tracker/page.tsx	86
founder_r3420_engineer_scorecard	authenticated	web/src/app/founder-engineer-driving-behavior-road-safety-telematics-tracker/page.tsx	83
founder_r3420_escalation_impact_digest	authenticated	web/src/app/founder-engineer-driving-behavior-road-safety-telematics-tracker/page.tsx	88
founder_r3420_high_risk_queue	authenticated	web/src/app/founder-engineer-driving-behavior-road-safety-telematics-tracker/page.tsx	89
founder_r3420_period_trend	authenticated	web/src/app/founder-engineer-driving-behavior-road-safety-telematics-tracker/page.tsx	85
founder_r3420_region_period_matrix	authenticated	web/src/app/founder-engineer-driving-behavior-road-safety-telematics-tracker/page.tsx	84
founder_r3420_root_cause_pareto	authenticated	web/src/app/founder-engineer-driving-behavior-road-safety-telematics-tracker/page.tsx	87
founder_r3420_safety_verdict_rollup	authenticated	web/src/app/founder-engineer-driving-behavior-road-safety-telematics-tracker/page.tsx	82
founder_r3421_capa_status_board	authenticated	web/src/app/founder-thirteen-week-rolling-cash-flow-liquidity-board/page.tsx	84
founder_r3421_cash_line_liquidity_matrix	authenticated	web/src/app/founder-thirteen-week-rolling-cash-flow-liquidity-board/page.tsx	82
founder_r3421_cash_verdict_rollup	authenticated	web/src/app/founder-thirteen-week-rolling-cash-flow-liquidity-board/page.tsx	80
founder_r3421_facility_impact_digest	authenticated	web/src/app/founder-thirteen-week-rolling-cash-flow-liquidity-board/page.tsx	86
founder_r3421_high_risk_queue	authenticated	web/src/app/founder-thirteen-week-rolling-cash-flow-liquidity-board/page.tsx	87
founder_r3421_root_cause_pareto	authenticated	web/src/app/founder-thirteen-week-rolling-cash-flow-liquidity-board/page.tsx	85
founder_r3421_week_scorecard	authenticated	web/src/app/founder-thirteen-week-rolling-cash-flow-liquidity-board/page.tsx	81
founder_r3421_weekly_liquidity_trend	authenticated	web/src/app/founder-thirteen-week-rolling-cash-flow-liquidity-board/page.tsx	83
founder_r3422_capa_status_board	authenticated	web/src/app/founder-customer-hospital-ent-microdebrider-sinus-navigation-qc-audit/page.tsx	82
founder_r3422_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-ent-microdebrider-sinus-navigation-qc-audit/page.tsx	81
founder_r3422_device_type_department_matrix	authenticated	web/src/app/founder-customer-hospital-ent-microdebrider-sinus-navigation-qc-audit/page.tsx	80
founder_r3422_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-ent-microdebrider-sinus-navigation-qc-audit/page.tsx	85
founder_r3422_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-ent-microdebrider-sinus-navigation-qc-audit/page.tsx	79
founder_r3422_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-ent-microdebrider-sinus-navigation-qc-audit/page.tsx	78
founder_r3422_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-ent-microdebrider-sinus-navigation-qc-audit/page.tsx	84
founder_r3422_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-ent-microdebrider-sinus-navigation-qc-audit/page.tsx	83
founder_r3423_capa_status_board	authenticated	web/src/app/founder-customer-hospital-fes-biofeedback-robotic-gait-rehab-qc-audit/page.tsx	81
founder_r3423_daily_qc_trend	authenticated	web/src/app/founder-customer-hospital-fes-biofeedback-robotic-gait-rehab-qc-audit/page.tsx	80
founder_r3423_device_type_department_matrix	authenticated	web/src/app/founder-customer-hospital-fes-biofeedback-robotic-gait-rehab-qc-audit/page.tsx	79
founder_r3423_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-fes-biofeedback-robotic-gait-rehab-qc-audit/page.tsx	84
founder_r3423_hospital_scorecard	authenticated	web/src/app/founder-customer-hospital-fes-biofeedback-robotic-gait-rehab-qc-audit/page.tsx	78
founder_r3423_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-fes-biofeedback-robotic-gait-rehab-qc-audit/page.tsx	77
founder_r3423_regulatory_impact_digest	authenticated	web/src/app/founder-customer-hospital-fes-biofeedback-robotic-gait-rehab-qc-audit/page.tsx	83
founder_r3423_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-fes-biofeedback-robotic-gait-rehab-qc-audit/page.tsx	82
founder_r3424_capa_status_board	authenticated	web/src/app/founder-engineer-installation-site-readiness-pre-survey-tracker/page.tsx	82
founder_r3424_equipment_region_matrix	authenticated	web/src/app/founder-engineer-installation-site-readiness-pre-survey-tracker/page.tsx	80
founder_r3424_go_live_impact_digest	authenticated	web/src/app/founder-engineer-installation-site-readiness-pre-survey-tracker/page.tsx	84
founder_r3424_high_risk_queue	authenticated	web/src/app/founder-engineer-installation-site-readiness-pre-survey-tracker/page.tsx	85
founder_r3424_region_scorecard	authenticated	web/src/app/founder-engineer-installation-site-readiness-pre-survey-tracker/page.tsx	79
founder_r3424_root_cause_pareto	authenticated	web/src/app/founder-engineer-installation-site-readiness-pre-survey-tracker/page.tsx	83
founder_r3424_survey_date_trend	authenticated	web/src/app/founder-engineer-installation-site-readiness-pre-survey-tracker/page.tsx	81
founder_r3424_verdict_rollup	authenticated	web/src/app/founder-engineer-installation-site-readiness-pre-survey-tracker/page.tsx	78
founder_r3425_capa_status_board	authenticated	web/src/app/founder-capex-approval-pipeline-capital-request-prioritization-board/page.tsx	82
founder_r3425_category_alignment_matrix	authenticated	web/src/app/founder-capex-approval-pipeline-capital-request-prioritization-board/page.tsx	80
founder_r3425_daily_request_trend	authenticated	web/src/app/founder-capex-approval-pipeline-capital-request-prioritization-board/page.tsx	81
founder_r3425_department_scorecard	authenticated	web/src/app/founder-capex-approval-pipeline-capital-request-prioritization-board/page.tsx	79
founder_r3425_funding_impact_digest	authenticated	web/src/app/founder-capex-approval-pipeline-capital-request-prioritization-board/page.tsx	84
founder_r3425_high_risk_queue	authenticated	web/src/app/founder-capex-approval-pipeline-capital-request-prioritization-board/page.tsx	85
founder_r3425_root_cause_pareto	authenticated	web/src/app/founder-capex-approval-pipeline-capital-request-prioritization-board/page.tsx	83
founder_r3425_verdict_rollup	authenticated	web/src/app/founder-capex-approval-pipeline-capital-request-prioritization-board/page.tsx	78
founder_r3426_capa_status_board	authenticated	web/src/app/founder-customer-hospital-cryosurgery-cryoablation-probe-temperature-qc-audit/page.tsx	86
founder_r3426_gas_type_verdict_matrix	authenticated	web/src/app/founder-customer-hospital-cryosurgery-cryoablation-probe-temperature-qc-audit/page.tsx	84
founder_r3426_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-cryosurgery-cryoablation-probe-temperature-qc-audit/page.tsx	89
founder_r3426_monthly_calibration_trend	authenticated	web/src/app/founder-customer-hospital-cryosurgery-cryoablation-probe-temperature-qc-audit/page.tsx	85
founder_r3426_probe_type_scorecard	authenticated	web/src/app/founder-customer-hospital-cryosurgery-cryoablation-probe-temperature-qc-audit/page.tsx	83
founder_r3426_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-cryosurgery-cryoablation-probe-temperature-qc-audit/page.tsx	82
founder_r3426_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-cryosurgery-cryoablation-probe-temperature-qc-audit/page.tsx	87
founder_r3426_thermal_impact_digest	authenticated	web/src/app/founder-customer-hospital-cryosurgery-cryoablation-probe-temperature-qc-audit/page.tsx	88
founder_r3427_accuracy_impact_digest	authenticated	web/src/app/founder-customer-hospital-bladder-scanner-ultrasound-volume-qc-audit/page.tsx	86
founder_r3427_capa_status_board	authenticated	web/src/app/founder-customer-hospital-bladder-scanner-ultrasound-volume-qc-audit/page.tsx	84
founder_r3427_device_model_scorecard	authenticated	web/src/app/founder-customer-hospital-bladder-scanner-ultrasound-volume-qc-audit/page.tsx	81
founder_r3427_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-bladder-scanner-ultrasound-volume-qc-audit/page.tsx	87
founder_r3427_monthly_calibration_trend	authenticated	web/src/app/founder-customer-hospital-bladder-scanner-ultrasound-volume-qc-audit/page.tsx	83
founder_r3427_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-bladder-scanner-ultrasound-volume-qc-audit/page.tsx	80
founder_r3427_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-bladder-scanner-ultrasound-volume-qc-audit/page.tsx	85
founder_r3427_ward_verdict_matrix	authenticated	web/src/app/founder-customer-hospital-bladder-scanner-ultrasound-volume-qc-audit/page.tsx	82
founder_r3428_capa_status_board	authenticated	web/src/app/founder-engineer-return-material-authorization-rma-defective-part-return-tracker/page.tsx	86
founder_r3428_credit_recovery_digest	authenticated	web/src/app/founder-engineer-return-material-authorization-rma-defective-part-return-tracker/page.tsx	88
founder_r3428_defect_warranty_matrix	authenticated	web/src/app/founder-engineer-return-material-authorization-rma-defective-part-return-tracker/page.tsx	84
founder_r3428_high_risk_queue	authenticated	web/src/app/founder-engineer-return-material-authorization-rma-defective-part-return-tracker/page.tsx	89
founder_r3428_monthly_rma_trend	authenticated	web/src/app/founder-engineer-return-material-authorization-rma-defective-part-return-tracker/page.tsx	85
founder_r3428_return_status_rollup	authenticated	web/src/app/founder-engineer-return-material-authorization-rma-defective-part-return-tracker/page.tsx	82
founder_r3428_root_cause_pareto	authenticated	web/src/app/founder-engineer-return-material-authorization-rma-defective-part-return-tracker/page.tsx	87
founder_r3428_supplier_scorecard	authenticated	web/src/app/founder-engineer-return-material-authorization-rma-defective-part-return-tracker/page.tsx	83
founder_r3429_capa_status_board	authenticated	web/src/app/founder-fx-currency-exposure-forex-hedging-treasury-board/page.tsx	92
founder_r3429_currency_pair_scorecard	authenticated	web/src/app/founder-fx-currency-exposure-forex-hedging-treasury-board/page.tsx	89
founder_r3429_exposure_hedge_matrix	authenticated	web/src/app/founder-fx-currency-exposure-forex-hedging-treasury-board/page.tsx	90
founder_r3429_hedge_verdict_rollup	authenticated	web/src/app/founder-fx-currency-exposure-forex-hedging-treasury-board/page.tsx	88
founder_r3429_high_risk_queue	authenticated	web/src/app/founder-fx-currency-exposure-forex-hedging-treasury-board/page.tsx	95
founder_r3429_monthly_mtm_trend	authenticated	web/src/app/founder-fx-currency-exposure-forex-hedging-treasury-board/page.tsx	91
founder_r3429_mtm_impact_digest	authenticated	web/src/app/founder-fx-currency-exposure-forex-hedging-treasury-board/page.tsx	94
founder_r3429_root_cause_pareto	authenticated	web/src/app/founder-fx-currency-exposure-forex-hedging-treasury-board/page.tsx	93
founder_r3430_capa_status_board	authenticated	web/src/app/founder-customer-hospital-nerve-stimulator-train-of-four-neuromuscular-monitor-qc-audit/page.tsx	87
founder_r3430_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-nerve-stimulator-train-of-four-neuromuscular-monitor-qc-audit/page.tsx	90
founder_r3430_monthly_calibration_trend	authenticated	web/src/app/founder-customer-hospital-nerve-stimulator-train-of-four-neuromuscular-monitor-qc-audit/page.tsx	86
founder_r3430_output_accuracy_impact_digest	authenticated	web/src/app/founder-customer-hospital-nerve-stimulator-train-of-four-neuromuscular-monitor-qc-audit/page.tsx	89
founder_r3430_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-nerve-stimulator-train-of-four-neuromuscular-monitor-qc-audit/page.tsx	83
founder_r3430_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-nerve-stimulator-train-of-four-neuromuscular-monitor-qc-audit/page.tsx	88
founder_r3430_stim_mode_scorecard	authenticated	web/src/app/founder-customer-hospital-nerve-stimulator-train-of-four-neuromuscular-monitor-qc-audit/page.tsx	84
founder_r3430_stim_mode_verdict_matrix	authenticated	web/src/app/founder-customer-hospital-nerve-stimulator-train-of-four-neuromuscular-monitor-qc-audit/page.tsx	85
founder_r3431_accuracy_impact_digest	authenticated	web/src/app/founder-customer-hospital-vital-signs-monitor-spo2-nibp-accuracy-qc-audit/page.tsx	87
founder_r3431_capa_status_board	authenticated	web/src/app/founder-customer-hospital-vital-signs-monitor-spo2-nibp-accuracy-qc-audit/page.tsx	85
founder_r3431_device_model_scorecard	authenticated	web/src/app/founder-customer-hospital-vital-signs-monitor-spo2-nibp-accuracy-qc-audit/page.tsx	82
founder_r3431_high_risk_queue	authenticated	web/src/app/founder-customer-hospital-vital-signs-monitor-spo2-nibp-accuracy-qc-audit/page.tsx	88
founder_r3431_monthly_accuracy_trend	authenticated	web/src/app/founder-customer-hospital-vital-signs-monitor-spo2-nibp-accuracy-qc-audit/page.tsx	84
founder_r3431_qc_verdict_rollup	authenticated	web/src/app/founder-customer-hospital-vital-signs-monitor-spo2-nibp-accuracy-qc-audit/page.tsx	81
founder_r3431_root_cause_pareto	authenticated	web/src/app/founder-customer-hospital-vital-signs-monitor-spo2-nibp-accuracy-qc-audit/page.tsx	86
founder_r3431_ward_verdict_matrix	authenticated	web/src/app/founder-customer-hospital-vital-signs-monitor-spo2-nibp-accuracy-qc-audit/page.tsx	83
founder_r3432_capa_status_board	authenticated	web/src/app/founder-engineer-service-report-customer-signoff-acknowledgment-tracker/page.tsx	82
